Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Tue, Mar 22 2011,1000,1336,5.6,664,9.6,2000,7
Tue, Mar 22 2011,1100,1004,8.2,611,11.9,1615,9.6
Tue, Mar 22 2011,1200,828,10.3,649,10.5,1477,10.4
Tue, Mar 22 2011,1300,824,11.8,768,10.5,1592,11.2
Tue, Mar 22 2011,1400,808,9.4,860,10.2,1668,9.8
Tue, Mar 22 2011,1500,746,11.3,949,7.3,1695,9
Tue, Mar 22 2011,1600,706,10.2,1178,6.2,1884,7.7
Tue, Mar 22 2011,1700,763,8.9,1699,3.7,2462,5.3
Tue, Mar 22 2011,1800,894,5.5,2099,3.6,2993,4.1
Tue, Mar 22 2011,1900,903,5.8,1736,2.1,2639,3.4
Tue, Mar 22 2011,2000,584,5.1,912,3.3,1496,4
Tue, Mar 22 2011,2100,332,6,689,1.5,1021,2.9
Tue, Mar 22 2011,2200,293,6.5,584,3.6,877,4.6
Tue, Mar 22 2011,2300,195,9.2,451,2,646,4.2
Tue, Mar 22 2011,2400,151,6,217,2.8,368,4.1
Wed, Mar 23 2011,0100,64,12.5,199,2,263,4.6
Wed, Mar 23 2011,0200,28,28.6,70,8.6,98,14.3
Wed, Mar 23 2011,0300,20,30,38,10.5,58,17.2
Wed, Mar 23 2011,0400,29,20.7,24,25,53,22.6
Wed, Mar 23 2011,0500,77,14.3,49,16.3,126,15.1
Wed, Mar 23 2011,0600,264,16.7,71,28.2,335,19.1
Wed, Mar 23 2011,0700,877,8.6,207,17.9,1084,10.3
Wed, Mar 23 2011,0800,2127,5,543,12.3,2670,6.5
Wed, Mar 23 2011,0900,2307,3.8,903,7.1,3210,4.7
Wed, Mar 23 2011,1000,1423,5,658,10.6,2081,6.8
Wed, Mar 23 2011,1100,980,7.6,604,12.7,1584,9.5
Wed, Mar 23 2011,1200,890,12.8,661,11.6,1551,12.3
Wed, Mar 23 2011,1300,796,11.6,855,9,1651,10.2
Wed, Mar 23 2011,1400,827,9.2,948,7.3,1775,8.2
Wed, Mar 23 2011,1500,772,11.5,1046,6.5,1818,8.6
Wed, Mar 23 2011,1600,732,10.8,1175,5.2,1907,7.3
Wed, Mar 23 2011,1700,828,9.4,1753,4.1,2581,5.8
Wed, Mar 23 2011,1800,970,5.7,2222,3.2,3192,3.9
Wed, Mar 23 2011,1900,892,4.8,1743,2.8,2635,3.5
Wed, Mar 23 2011,2000,656,5.8,1047,2.7,1703,3.9
Wed, Mar 23 2011,2100,375,7.2,763,1.8,1138,3.6
Wed, Mar 23 2011,2200,417,4.1,608,2,1025,2.8
Wed, Mar 23 2011,2300,281,2.8,434,1.2,715,1.8
Wed, Mar 23 2011,2400,141,10.6,226,3.1,367,6
Thu, Mar 24 2011,0100,71,9.9,226,2.7,297,4.4
Thu, Mar 24 2011,0200,28,32.1,90,5.6,118,11.9
Thu, Mar 24 2011,0300,31,29,42,14.3,73,20.5
Thu, Mar 24 2011,0400,25,32,28,32.1,53,32.1
Thu, Mar 24 2011,0500,85,17.6,70,18.6,155,18.1
Thu, Mar 24 2011,0600,240,16.7,92,26.1,332,19.3
Thu, Mar 24 2011,0700,847,8.9,234,17.5,1081,10.7
Thu, Mar 24 2011,0800,2087,5.1,540,11.9,2627,6.5
Thu, Mar 24 2011,0900,2276,3.6,894,7.3,3170,4.6
Thu, Mar 24 2011,1000,1426,6.5,764,9.2,2190,7.4
Thu, Mar 24 2011,1100,1037,7.6,723,9,1760,8.2
Thu, Mar 24 2011,1200,836,9.4,776,8.4,1612,8.9
Thu, Mar 24 2011,1300,874,10.4,854,9.7,1728,10.1
Thu, Mar 24 2011,1400,814,9.3,913,7.1,1727,8.2
Thu, Mar 24 2011,1500,762,10.8,1049,5.3,1811,7.6
Thu, Mar 24 2011,1600,828,9.3,1166,6.1,1994,7.4
Thu, Mar 24 2011,1700,896,9.8,1764,4,2660,5.9
Thu, Mar 24 2011,1800,1005,6.3,2098,3.1,3103,4.2
Thu, Mar 24 2011,1900,930,5.2,1655,3,2585,3.8
Thu, Mar 24 2011,2000,714,4.6,1117,3.1,1831,3.7
Thu, Mar 24 2011,2100,391,5.9,855,2.3,1246,3.5
Thu, Mar 24 2011,2200,310,5.8,783,2.6,1093,3.5
Thu, Mar 24 2011,2300,223,4,484,1.9,707,2.5
Thu, Mar 24 2011,2400,123,5.7,287,3.1,410,3.9
Fri, Mar 25 2011,0100,64,14.1,131,1.5,195,5.6
Fri, Mar 25 2011,0200,40,20,85,9.4,125,12.8
Fri, Mar 25 2011,0300,26,34.6,50,14,76,21.1
Fri, Mar 25 2011,0400,50,22,41,19.5,91,20.9
Fri, Mar 25 2011,0500,83,22.9,60,15,143,19.6
Fri, Mar 25 2011,0600,218,13.8,91,23.1,309,16.5
Fri, Mar 25 2011,0700,816,8.9,208,26.9,1024,12.6
Fri, Mar 25 2011,0800,2020,5.5,544,11.9,2564,6.9
Fri, Mar 25 2011,0900,2175,4.4,868,8.2,3043,5.5
Fri, Mar 25 2011,1000,1442,6.4,685,10.2,2127,7.7
Fri, Mar 25 2011,1100,960,7.7,676,10.8,1636,9
Fri, Mar 25 2011,1200,871,10.6,785,12,1656,11.2
Fri, Mar 25 2011,1300,860,11.4,965,7.3,1825,9.2
Fri, Mar 25 2011,1400,908,8.7,1121,6.2,2029,7.3
Fri, Mar 25 2011,1500,864,10.9,1203,5.3,2067,7.6
Fri, Mar 25 2011,1600,880,10.2,1541,4.2,2421,6.4
Fri, Mar 25 2011,1700,905,7.1,1880,3.4,2785,4.6
Fri, Mar 25 2011,1800,942,5.3,2095,2.5,3037,3.4
Fri, Mar 25 2011,1900,809,4.6,1688,3.5,2497,3.8
Fri, Mar 25 2011,2000,730,3.7,1170,2.7,1900,3.1
Fri, Mar 25 2011,2100,467,3.9,889,2.9,1356,3.2
Fri, Mar 25 2011,2200,361,6.4,690,2.8,1051,4
Fri, Mar 25 2011,2300,205,2.9,409,1.7,614,2.1
Fri, Mar 25 2011,2400,144,8.3,300,2.3,444,4.3
Sat, Mar 26 2011,0100,108,3.7,203,3,311,3.2
Sat, Mar 26 2011,0200,67,14.9,124,4.8,191,8.4
Sat, Mar 26 2011,0300,54,18.5,96,5.2,150,10
Sat, Mar 26 2011,0400,38,15.8,92,4.3,130,7.7
Sat, Mar 26 2011,0500,61,14.8,86,16.3,147,15.6
Sat, Mar 26 2011,0600,142,8.5,94,14.9,236,11
Sat, Mar 26 2011,0700,259,8.5,140,12.1,399,9.8
Sat, Mar 26 2011,0800,431,6.5,276,12,707,8.6
Sat, Mar 26 2011,0900,671,6.1,486,6,1157,6.1
Sat, Mar 26 2011,1000,962,4.4,657,4.1,1619,4.3
Sat, Mar 26 2011,1100,903,4.1,734,4.5,1637,4.3
Sat, Mar 26 2011,1200,996,3.3,840,3.1,1836,3.2
Sat, Mar 26 2011,1300,1102,2.8,1109,4.1,2211,3.5
Sat, Mar 26 2011,1400,1079,2.2,1199,2.9,2278,2.6
Sat, Mar 26 2011,1500,984,2,1128,2.3,2112,2.2
Sat, Mar 26 2011,1600,874,3.5,1138,1.9,2012,2.6
Sat, Mar 26 2011,1700,852,3.4,1110,1.2,1962,2.1
Sat, Mar 26 2011,1800,931,3.3,1130,1.4,2061,2.3
Sat, Mar 26 2011,1900,1024,3.1,1070,1.4,2094,2.2
Sat, Mar 26 2011,2000,678,2.8,713,1.5,1391,2.2
Sat, Mar 26 2011,2100,381,2.6,471,0.8,852,1.6
Sat, Mar 26 2011,2200,290,2.4,340,1.8,630,2.1
Sat, Mar 26 2011,2300,235,3.8,387,1.6,622,2.4
Sat, Mar 26 2011,2400,155,2.6,312,1.3,467,1.7
Mon, Mar 28 2011,0100,67,6,122,4.1,189,4.8
Mon, Mar 28 2011,0200,55,12.7,93,4.3,148,7.4
Mon, Mar 28 2011,0300,42,19,63,4.8,105,10.5
Mon, Mar 28 2011,0400,26,23.1,42,14.3,68,17.6
Mon, Mar 28 2011,0500,33,21.2,23,17.4,56,19.6
Mon, Mar 28 2011,0600,89,15.7,42,9.5,131,13.7
Mon, Mar 28 2011,0700,258,11.2,83,13.3,341,11.7
Mon, Mar 28 2011,0800,767,7.8,220,15.9,987,9.6
Mon, Mar 28 2011,0900,1981,5.1,546,9.9,2527,6.1
Mon, Mar 28 2011,1000,2356,4.6,843,7.1,3199,5.3
Mon, Mar 28 2011,1100,1590,5.7,685,8,2275,6.4
Mon, Mar 28 2011,1200,932,8.4,622,12.2,1554,9.9
Mon, Mar 28 2011,1300,850,10.9,742,10.8,1592,10.9
Mon, Mar 28 2011,1400,810,9.1,779,11.9,1589,10.5
Mon, Mar 28 2011,1500,830,9.5,851,6.9,1681,8.2
Mon, Mar 28 2011,1600,787,10.3,911,7.2,1698,8.7
Mon, Mar 28 2011,1700,747,11.9,1155,5.4,1902,7.9
Mon, Mar 28 2011,1800,773,8.7,1629,3.3,2402,5
Mon, Mar 28 2011,1900,890,7.8,2143,2.8,3033,4.3
Mon, Mar 28 2011,2000,824,5.9,1606,2.8,2430,3.9
Mon, Mar 28 2011,2100,542,4.2,919,3.6,1461,3.8
Mon, Mar 28 2011,2200,331,8.2,621,1.3,952,3.7
Mon, Mar 28 2011,2300,300,5,504,2.8,804,3.6
Mon, Mar 28 2011,2400,187,4.8,377,2.9,564,3.5
Tue, Mar 29 2011,0100,120,13.3,260,3.8,380,6.8
Tue, Mar 29 2011,0200,47,21.3,160,4.4,207,8.2
Tue, Mar 29 2011,0300,34,23.5,72,15.3,106,17.9
Tue, Mar 29 2011,0400,22,27.3,44,11.4,66,16.7
Tue, Mar 29 2011,0500,37,24.3,21,19,58,22.4
Tue, Mar 29 2011,0600,81,16,40,17.5,121,16.5
Tue, Mar 29 2011,0700,252,13.9,84,17.9,336,14.9
Tue, Mar 29 2011,0800,768,9,202,18.3,970,10.9
Tue, Mar 29 2011,0900,2034,6,540,11.5,2574,7.1
Tue, Mar 29 2011,1000,2287,4.1,845,8.4,3132,5.2
Tue, Mar 29 2011,1100,1533,5.4,700,9.4,2233,6.7
Tue, Mar 29 2011,1200,1012,7.5,598,11,1610,8.8
Tue, Mar 29 2011,1300,822,10.2,670,10.9,1492,10.5
Tue, Mar 29 2011,1400,816,11.6,792,9,1608,10.3
Tue, Mar 29 2011,1500,861,11.1,901,8.4,1762,9.8
Tue, Mar 29 2011,1600,770,9.4,948,7.9,1718,8.6
Tue, Mar 29 2011,1700,762,8.7,1169,5.6,1931,6.8
Tue, Mar 29 2011,1800,808,10,1642,4,2450,6
Tue, Mar 29 2011,1900,1010,7.2,2143,2.8,3153,4.2
Tue, Mar 29 2011,2000,871,6.2,1690,2.9,2561,4
Tue, Mar 29 2011,2100,517,6,956,2.6,1473,3.8
Tue, Mar 29 2011,2200,356,7.6,681,2.1,1037,4
Tue, Mar 29 2011,2300,280,4.3,533,3.6,813,3.8
Tue, Mar 29 2011,2400,202,5,517,0.4,719,1.7
Wed, Mar 30 2011,0100,127,10.2,281,3.2,408,5.4
Wed, Mar 30 2011,0200,65,18.5,114,2.6,179,8.4
Wed, Mar 30 2011,0300,23,34.8,75,8,98,14.3
Wed, Mar 30 2011,0400,25,12,37,13.5,62,12.9
Wed, Mar 30 2011,0500,34,23.5,39,23.1,73,23.3
Wed, Mar 30 2011,0600,71,16.9,41,17.1,112,17
Wed, Mar 30 2011,0700,260,10.4,69,21.7,329,12.8
Wed, Mar 30 2011,0800,661,8.2,203,17.2,864,10.3
Wed, Mar 30 2011,0900,2000,5.5,495,12.7,2495,6.9
Wed, Mar 30 2011,1000,2352,3.8,897,8.1,3249,5
Wed, Mar 30 2011,1100,1507,5,705,9.9,2212,6.6
Wed, Mar 30 2011,1200,1005,8.4,579,11.4,1584,9.5
Wed, Mar 30 2011,1300,845,9.3,730,9.5,1575,9.4
Wed, Mar 30 2011,1400,835,11.3,737,9.6,1572,10.5
Wed, Mar 30 2011,1500,798,9.9,958,7.9,1756,8.8
Wed, Mar 30 2011,1600,783,9.6,962,7.7,1745,8.5
Wed, Mar 30 2011,1700,722,12.5,1225,4.4,1947,7.4
Wed, Mar 30 2011,1800,806,11.4,1614,4.3,2420,6.7
Wed, Mar 30 2011,1900,951,5.4,2059,2.7,3010,3.6
Wed, Mar 30 2011,2000,916,5,1663,2,2579,3.1
Wed, Mar 30 2011,2100,638,6,1012,3.4,1650,4.4
Wed, Mar 30 2011,2200,390,7.9,792,2,1182,4
Wed, Mar 30 2011,2300,290,6.2,680,2.1,970,3.3
Wed, Mar 30 2011,2400,186,6.5,447,1.3,633,2.8
Thu, Mar 31 2011,0100,114,7,253,2.8,367,4.1
Thu, Mar 31 2011,0200,52,17.3,104,5.8,156,9.6
Thu, Mar 31 2011,0300,26,26.9,90,5.6,116,10.3
Thu, Mar 31 2011,0400,24,20.8,40,15,64,17.2
Thu, Mar 31 2011,0500,30,30,44,18.2,74,23
Thu, Mar 31 2011,0600,77,13,59,18.6,136,15.4
Thu, Mar 31 2011,0700,219,14.2,93,18.3,312,15.4
Thu, Mar 31 2011,0800,790,7.5,194,20.1,984,10
Thu, Mar 31 2011,0900,2005,5.2,511,12.1,2516,6.6
Thu, Mar 31 2011,1000,2378,4.8,860,7.6,3238,5.5
Thu, Mar 31 2011,1100,1570,5.1,689,9.9,2259,6.6
Thu, Mar 31 2011,1200,1092,7.2,560,9.6,1652,8.1
Thu, Mar 31 2011,1300,849,9.8,693,8.8,1542,9.3
Thu, Mar 31 2011,1400,808,9.5,776,9.8,1584,9.7
Thu, Mar 31 2011,1500,844,8.4,885,7.2,1729,7.8
Thu, Mar 31 2011,1600,736,10.6,1032,5.8,1768,7.8
Thu, Mar 31 2011,1700,840,8.8,1184,5.6,2024,6.9
Thu, Mar 31 2011,1800,880,7.8,1506,4.2,2386,5.6
Thu, Mar 31 2011,1900,947,3.9,2217,3.7,3164,3.8
Thu, Mar 31 2011,2000,874,4.5,1714,2.8,2588,3.4
Thu, Mar 31 2011,2100,665,4.8,1095,3.3,1760,3.9
Thu, Mar 31 2011,2200,424,5.7,848,1.9,1272,3.1
Thu, Mar 31 2011,2300,312,8,792,2.1,1104,3.8
Thu, Mar 31 2011,2400,207,6.3,478,2.9,685,3.9
Fri, Apr 1 2011,0100,126,8.7,403,1.5,529,3.2
Fri, Apr 1 2011,0200,63,19,162,4.3,225,8.4
Fri, Apr 1 2011,0300,41,17.1,89,9,130,11.5
Fri, Apr 1 2011,0400,31,29,52,17.3,83,21.7
Fri, Apr 1 2011,0500,42,11.9,48,16.7,90,14.4
Fri, Apr 1 2011,0600,84,16.7,70,11.4,154,14.3
Fri, Apr 1 2011,0700,264,18.6,78,16.7,342,18.1
Fri, Apr 1 2011,0800,732,9.7,231,19.5,963,12
Fri, Apr 1 2011,0900,1847,4.9,537,12.1,2384,6.5
Fri, Apr 1 2011,1000,2229,4.4,841,9.5,3070,5.8
Fri, Apr 1 2011,1100,1392,7.1,713,10.4,2105,8.2
Fri, Apr 1 2011,1200,1046,9.9,612,10,1658,10
Fri, Apr 1 2011,1300,853,10.3,725,11.9,1578,11
Fri, Apr 1 2011,1400,954,11.4,909,7,1863,9.3
Fri, Apr 1 2011,1500,864,9.1,1076,6.9,1940,7.9
Fri, Apr 1 2011,1600,771,9.5,1210,5.6,1981,7.1
Fri, Apr 1 2011,1700,964,7.1,1515,4.1,2479,5.2
Fri, Apr 1 2011,1800,944,6.2,1910,3.2,2854,4.2
Fri, Apr 1 2011,1900,957,6.5,2095,2.5,3052,3.8
Fri, Apr 1 2011,2000,895,3.7,1685,2.2,2580,2.7
Fri, Apr 1 2011,2100,775,2.7,1176,2.3,1951,2.5
Fri, Apr 1 2011,2200,489,6.7,970,1.6,1459,3.4
Fri, Apr 1 2011,2300,308,4.2,730,1.6,1038,2.4
Fri, Apr 1 2011,2400,231,5.2,451,3.3,682,4
Sat, Apr 2 2011,0100,146,3.4,282,2.5,428,2.8
Sat, Apr 2 2011,0200,109,10.1,226,2.2,335,4.8
Sat, Apr 2 2011,0300,80,6.2,130,4.6,210,5.2
Sat, Apr 2 2011,0400,43,20.9,101,3,144,8.3
Sat, Apr 2 2011,0500,36,16.7,65,7.7,101,10.9
Sat, Apr 2 2011,0600,60,11.7,86,7,146,8.9
Sat, Apr 2 2011,0700,118,7.6,82,13.4,200,10
Sat, Apr 2 2011,0800,234,9.8,117,11.1,351,10.3
Sat, Apr 2 2011,0900,392,8.7,260,8.8,652,8.7
Sat, Apr 2 2011,1000,621,6.3,396,6.6,1017,6.4
Sat, Apr 2 2011,1100,873,6,576,2.4,1449,4.6
Sat, Apr 2 2011,1200,954,4.2,688,4.8,1642,4.4
Sat, Apr 2 2011,1300,986,4.2,885,4.2,1871,4.2
Sat, Apr 2 2011,1400,1091,3.5,1069,3,2160,3.2
Sat, Apr 2 2011,1500,1159,3,1089,2.7,2248,2.8
Sat, Apr 2 2011,1600,1018,1.8,1139,2.2,2157,2
Sat, Apr 2 2011,1700,945,3.3,1163,1.5,2108,2.3
Sat, Apr 2 2011,1800,885,1.5,1085,1.1,1970,1.3
Sat, Apr 2 2011,1900,784,2.7,1199,1.8,1983,2.1
Sat, Apr 2 2011,2000,751,3.3,1204,1.4,1955,2.1
Sat, Apr 2 2011,2100,655,1.7,805,1.2,1460,1.4
Sat, Apr 2 2011,2200,466,1.1,533,2.1,999,1.6
Sat, Apr 2 2011,2300,340,4.7,423,2.1,763,3.3
Sat, Apr 2 2011,2400,256,2.3,346,2.3,602,2.3
Sun, Apr 3 2011,0100,176,1.1,309,1.6,485,1.4
Sun, Apr 3 2011,0200,100,3,197,1,297,1.7
Sun, Apr 3 2011,0300,80,7.5,144,0.7,224,3.1
Sun, Apr 3 2011,0400,53,11.3,102,1,155,4.5
Sun, Apr 3 2011,0500,50,2,62,3.2,112,2.7
Sun, Apr 3 2011,0600,46,4.3,70,7.1,116,6
Sun, Apr 3 2011,0700,66,3,83,2.4,149,2.7
Sun, Apr 3 2011,0800,140,3.6,98,8.2,238,5.5
Sun, Apr 3 2011,0900,209,3.8,160,1.2,369,2.7
Sun, Apr 3 2011,1000,216,5.1,252,2.8,468,3.8
Sun, Apr 3 2011,1100,411,3.9,405,2.5,816,3.2
Sun, Apr 3 2011,1200,702,2.7,522,1.7,1224,2.3
Sun, Apr 3 2011,1300,1031,1.2,728,1.4,1759,1.3
Sun, Apr 3 2011,1400,1246,1.8,909,1.1,2155,1.5
Sun, Apr 3 2011,1500,1384,1,1086,1.1,2470,1.1
Sun, Apr 3 2011,1600,1204,1.9,1157,0.9,2361,1.4
Sun, Apr 3 2011,1700,1107,1.9,1105,0.9,2212,1.4
Sun, Apr 3 2011,1800,1019,2.4,1118,1.1,2137,1.7
Sun, Apr 3 2011,1900,1007,3.1,1147,1.7,2154,2.4
Sun, Apr 3 2011,2000,1027,1.9,1136,1.2,2163,1.6
Sun, Apr 3 2011,2100,986,2.1,815,1.7,1801,1.9
Sun, Apr 3 2011,2200,852,1.4,707,1.3,1559,1.3
Sun, Apr 3 2011,2300,611,2.1,464,1.9,1075,2
Sun, Apr 3 2011,2400,381,1.8,314,2.9,695,2.3
Mon, Apr 4 2011,0100,176,2.3,279,2.2,455,2.2
Mon, Apr 4 2011,0200,72,5.6,133,0.8,205,2.4
Mon, Apr 4 2011,0300,30,13.3,75,5.3,105,7.6
Mon, Apr 4 2011,0400,30,23.3,46,13,76,17.1
Mon, Apr 4 2011,0500,39,23.1,40,10,79,16.5
Mon, Apr 4 2011,0600,93,12.9,41,22,134,15.7
Mon, Apr 4 2011,0700,246,12.6,103,14.6,349,13.2
Mon, Apr 4 2011,0800,823,7.9,236,12.7,1059,9
Mon, Apr 4 2011,0900,2030,5.9,528,9.3,2558,6.6
Mon, Apr 4 2011,1000,2324,3.8,763,8,3087,4.8
Mon, Apr 4 2011,1100,1475,6.1,636,9.4,2111,7.1
Mon, Apr 4 2011,1200,942,9.7,540,13.3,1482,11
Mon, Apr 4 2011,1300,827,11.7,654,14.1,1481,12.8
Mon, Apr 4 2011,1400,773,8.8,783,8.3,1556,8.5
Mon, Apr 4 2011,1500,817,11.6,822,9.1,1639,10.4
Mon, Apr 4 2011,1600,787,10,901,7.7,1688,8.8
Mon, Apr 4 2011,1700,734,9.1,1127,5.9,1861,7.1
Mon, Apr 4 2011,1800,788,9.9,1670,4.4,2458,6.2
Mon, Apr 4 2011,1900,848,7.1,2156,2.9,3004,4.1
Mon, Apr 4 2011,2000,770,6.8,1654,3.3,2424,4.4
Mon, Apr 4 2011,2100,566,5.1,881,3.2,1447,3.9
Mon, Apr 4 2011,2200,326,4.9,654,2.4,980,3.3
Mon, Apr 4 2011,2300,257,6.2,477,1.9,734,3.4
Mon, Apr 4 2011,2400,210,4.8,366,1.4,576,2.6
Tue, Apr 5 2011,0100,116,6.9,235,3.4,351,4.6
Tue, Apr 5 2011,0200,39,17.9,150,5.3,189,7.9
Tue, Apr 5 2011,0300,20,30,63,4.8,83,10.8
Tue, Apr 5 2011,0400,19,15.8,40,15,59,15.3
Tue, Apr 5 2011,0500,29,34.5,26,23.1,55,29.1
Tue, Apr 5 2011,0600,91,14.3,40,17.5,131,15.3
Tue, Apr 5 2011,0700,233,14.2,77,23.4,310,16.5
Tue, Apr 5 2011,0800,852,8.2,188,19.7,1040,10.3
Tue, Apr 5 2011,0900,1857,5.9,519,11,2376,7
Tue, Apr 5 2011,1000,2376,4.1,870,8.3,3246,5.2
Tue, Apr 5 2011,1100,1498,5.8,689,9.6,2187,7
Tue, Apr 5 2011,1200,1063,6.7,586,11.3,1649,8.3
Tue, Apr 5 2011,1300,835,12.5,683,11,1518,11.8
Tue, Apr 5 2011,1400,805,9.4,784,9.2,1589,9.3
Tue, Apr 5 2011,1500,866,10.6,935,9,1801,9.8
Tue, Apr 5 2011,1600,767,13.3,992,8,1759,10.3
Tue, Apr 5 2011,1700,722,11.5,1141,5.2,1863,7.6
Tue, Apr 5 2011,1800,785,10.1,1704,4.6,2489,6.3
Tue, Apr 5 2011,1900,885,6.6,2254,2.9,3139,4
Tue, Apr 5 2011,2000,795,6,1743,3,2538,3.9
Tue, Apr 5 2011,2100,579,5.9,951,2.2,1530,3.6
Tue, Apr 5 2011,2200,353,4.5,652,2.3,1005,3.1
Tue, Apr 5 2011,2300,290,6.6,557,2.5,847,3.9
Tue, Apr 5 2011,2400,194,5.2,466,1.7,660,2.7
Wed, Apr 6 2011,0100,127,7.9,251,2.4,378,4.2
Wed, Apr 6 2011,0200,64,9.4,111,3.6,175,5.7
Wed, Apr 6 2011,0300,47,21.3,66,6.1,113,12.4
Wed, Apr 6 2011,0400,26,30.8,39,17.9,65,23.1
Wed, Apr 6 2011,0500,37,21.6,44,15.9,81,18.5
Wed, Apr 6 2011,0600,99,17.2,55,20,154,18.2
Wed, Apr 6 2011,0700,256,16.8,78,23.1,334,18.3
Wed, Apr 6 2011,0800,810,7.7,211,21.8,1021,10.6
Wed, Apr 6 2011,0900,2093,5.2,533,9.9,2626,6.2
Wed, Apr 6 2011,1000,2352,3.7,876,8.1,3228,4.9
Wed, Apr 6 2011,1100,1502,6.7,715,10.2,2217,7.8
Wed, Apr 6 2011,1200,975,8.6,596,12.1,1571,9.9
Wed, Apr 6 2011,1300,822,10.3,739,9.6,1561,10
Wed, Apr 6 2011,1400,851,12,805,9.4,1656,10.7
Wed, Apr 6 2011,1500,657,10.2,945,7.9,1602,8.9
Wed, Apr 6 2011,1600,774,10.5,966,7.3,1740,8.7
Wed, Apr 6 2011,1700,728,10.7,1100,6,1828,7.9
Wed, Apr 6 2011,1800,823,8.3,1710,4.5,2533,5.7
Wed, Apr 6 2011,1900,952,6.3,2080,3.4,3032,4.3
Wed, Apr 6 2011,2000,838,4.9,1758,3,2596,3.5
Wed, Apr 6 2011,2100,635,6.3,983,1.8,1618,3.6
Wed, Apr 6 2011,2200,393,5.6,770,2.5,1163,3.5
Wed, Apr 6 2011,2300,300,6.7,629,2.2,929,3.7
Wed, Apr 6 2011,2400,235,8.9,471,2.8,706,4.8
Thu, Apr 7 2011,0100,133,10.5,254,3.1,387,5.7
Thu, Apr 7 2011,0200,49,18.4,124,3.2,173,7.5
Thu, Apr 7 2011,0300,33,21.2,68,8.8,101,12.9
Thu, Apr 7 2011,0400,36,11.1,47,12.8,83,12
Thu, Apr 7 2011,0500,32,31.2,35,25.7,67,28.4
Thu, Apr 7 2011,0600,86,12.8,51,15.7,137,13.9
Thu, Apr 7 2011,0700,228,16.7,79,21.5,307,17.9
Thu, Apr 7 2011,0800,786,9,217,14.7,1003,10.3
Thu, Apr 7 2011,0900,2026,5.1,527,8.9,2553,5.9
Thu, Apr 7 2011,1000,2397,4.4,812,7.6,3209,5.2
Thu, Apr 7 2011,1100,1531,5.9,710,9.4,2241,7.1
Thu, Apr 7 2011,1200,970,7.5,624,12.8,1594,9.6
Thu, Apr 7 2011,1300,890,10.4,738,12.2,1628,11.2
Thu, Apr 7 2011,1400,868,12.1,842,8.4,1710,10.3
Thu, Apr 7 2011,1500,785,9.6,941,6.2,1726,7.7
Thu, Apr 7 2011,1600,729,9.6,967,5.9,1696,7.5
Thu, Apr 7 2011,1700,794,10.1,1152,5.8,1946,7.6
Thu, Apr 7 2011,1800,850,6.6,1698,3.8,2548,4.7
Thu, Apr 7 2011,1900,909,7.6,2202,2.8,3111,4.2
Thu, Apr 7 2011,2000,860,4.4,1759,2.2,2619,2.9
Thu, Apr 7 2011,2100,643,6.1,1047,1.9,1690,3.5
Thu, Apr 7 2011,2200,429,4.4,893,1.9,1322,2.7
Thu, Apr 7 2011,2300,353,4,764,2.1,1117,2.7
Thu, Apr 7 2011,2400,217,8.3,458,3.5,675,5
Fri, Apr 8 2011,0100,106,10.4,316,3.8,422,5.5
Fri, Apr 8 2011,0200,78,10.3,164,3,242,5.4
Fri, Apr 8 2011,0300,34,35.3,92,6.5,126,14.3
Fri, Apr 8 2011,0400,36,11.1,51,15.7,87,13.8
Fri, Apr 8 2011,0500,42,31,39,23.1,81,27.2
Fri, Apr 8 2011,0600,103,13.6,58,22.4,161,16.8
Fri, Apr 8 2011,0700,261,16.5,98,19.4,359,17.3
Fri, Apr 8 2011,0800,751,9.2,208,17.8,959,11.1
Fri, Apr 8 2011,0900,1955,5.4,500,11.4,2455,6.6
Fri, Apr 8 2011,1000,2228,4.1,844,8.1,3072,5.2
Fri, Apr 8 2011,1100,1385,7.4,702,11.1,2087,8.6
Fri, Apr 8 2011,1200,1024,8.8,619,12.6,1643,10.2
Fri, Apr 8 2011,1300,953,10.6,767,11.9,1720,11.2
Fri, Apr 8 2011,1400,865,10.5,906,10.5,1771,10.5
Fri, Apr 8 2011,1500,883,9.4,1090,6.5,1973,7.8
Fri, Apr 8 2011,1600,802,10.7,1289,5.1,2091,7.3
Fri, Apr 8 2011,1700,906,8.5,1491,5.3,2397,6.5
Fri, Apr 8 2011,1800,905,7.1,1902,4.2,2807,5.1
Fri, Apr 8 2011,1900,999,5.9,2068,2.9,3067,3.9
Fri, Apr 8 2011,2000,857,6.1,1666,3,2523,4
Fri, Apr 8 2011,2100,770,4.9,1072,3.5,1842,4.1
Fri, Apr 8 2011,2200,455,4,855,2.3,1310,2.9
Fri, Apr 8 2011,2300,367,4.4,690,1.2,1057,2.3
Fri, Apr 8 2011,2400,233,6,426,1.6,659,3.2
Sat, Apr 9 2011,0100,130,7.7,323,1.2,453,3.1
Sat, Apr 9 2011,0200,117,6,250,4.8,367,5.2
Sat, Apr 9 2011,0300,75,12,120,7.5,195,9.2
Sat, Apr 9 2011,0400,43,16.3,100,12,143,13.3
Sat, Apr 9 2011,0500,38,15.8,57,5.3,95,9.5
Sat, Apr 9 2011,0600,75,6.7,85,10.6,160,8.8
