Day of Week,Date,Hour ending,Hourly volume Westbound,HCV % Westbound,Hourly volume Eastbound,HCV % Eastbound,Total volume,Total % HCV
Sat, Dec 3 2011,0300,136,25,63,19,199,23.1
Sat, Dec 3 2011,0400,97,23.7,57,19.3,154,22.1
Sat, Dec 3 2011,0500,136,18.4,104,19.2,240,18.8
Sat, Dec 3 2011,0600,110,29.1,146,26.7,256,27.7
Sat, Dec 3 2011,0700,223,19.7,347,8.6,570,13
Sat, Dec 3 2011,0800,358,13.4,512,6.8,870,9.5
Sat, Dec 3 2011,0900,581,6.9,728,5.1,1309,5.9
Sat, Dec 3 2011,1000,749,6,1184,4.2,1933,4.9
Sat, Dec 3 2011,1100,1004,4.9,1199,4.8,2203,4.9
Sat, Dec 3 2011,1200,1228,3.5,1294,5.3,2522,4.4
Sat, Dec 3 2011,1300,1411,3.3,1274,3.8,2685,3.5
Sat, Dec 3 2011,1400,1456,2.3,1307,3.8,2763,3
Sat, Dec 3 2011,1500,1442,1.8,1130,4.1,2572,2.8
Sat, Dec 3 2011,1600,1490,2,1145,2.4,2635,2.2
Sat, Dec 3 2011,1700,1483,1.3,1049,2.9,2532,2
Sat, Dec 3 2011,1800,1513,1.7,1061,3,2574,2.3
Sat, Dec 3 2011,1900,1355,1.8,972,2.8,2327,2.2
Sat, Dec 3 2011,2000,958,1.7,843,3.4,1801,2.5
Sat, Dec 3 2011,2100,660,1.8,581,3.8,1241,2.7
Sat, Dec 3 2011,2200,400,2.5,335,5.4,735,3.8
Sat, Dec 3 2011,2300,310,3.9,251,3.2,561,3.6
Sat, Dec 3 2011,2400,279,3.2,175,4,454,3.5
Sun, Dec 4 2011,0100,244,4.1,124,7.3,368,5.2
Sun, Dec 4 2011,0200,173,1.7,77,5.2,250,2.8
Sun, Dec 4 2011,0300,131,9.9,66,3,197,7.6
Sun, Dec 4 2011,0400,99,8.1,63,11.1,162,9.3
Sun, Dec 4 2011,0500,79,7.6,65,6.2,144,6.9
Sun, Dec 4 2011,0600,79,3.8,92,4.3,171,4.1
Sun, Dec 4 2011,0700,162,9.9,233,4.3,395,6.6
Sun, Dec 4 2011,0800,194,7.7,272,5.5,466,6.4
Sun, Dec 4 2011,0900,325,7.7,323,2.8,648,5.2
Sun, Dec 4 2011,1000,394,3.6,544,3.5,938,3.5
Sun, Dec 4 2011,1100,585,2.9,767,1.8,1352,2.3
Sun, Dec 4 2011,1200,757,2.6,1117,3,1874,2.9
Sun, Dec 4 2011,1300,943,1.6,1354,2.3,2297,2
Sun, Dec 4 2011,1400,1068,1.5,1525,1.6,2593,1.5
Sun, Dec 4 2011,1500,1315,1.3,1494,1.4,2809,1.4
Sun, Dec 4 2011,1600,1312,1.7,1408,1.4,2720,1.5
Sun, Dec 4 2011,1700,1314,1.4,1453,1.2,2767,1.3
Sun, Dec 4 2011,1800,1424,1.4,1536,1.6,2960,1.5
Sun, Dec 4 2011,1900,1427,1.8,1564,1.6,2991,1.7
Sun, Dec 4 2011,2000,1118,1.7,1509,1.7,2627,1.7
Sun, Dec 4 2011,2100,785,2.8,1170,2,1955,2.3
Sun, Dec 4 2011,2200,572,5.1,882,2.6,1454,3.6
Sun, Dec 4 2011,2300,311,4.2,514,2.5,825,3.2
Sun, Dec 4 2011,2400,255,5.9,241,3.7,496,4.8
Mon, Dec 5 2011,0100,145,9.7,130,7.7,275,8.7
Mon, Dec 5 2011,0200,63,28.6,58,8.6,121,19
Mon, Dec 5 2011,0300,49,32.7,42,19,91,26.4
Mon, Dec 5 2011,0400,56,42.9,57,22.8,113,32.7
Mon, Dec 5 2011,0500,64,40.6,121,23.1,185,29.2
Mon, Dec 5 2011,0600,136,27.2,295,17.3,431,20.4
Mon, Dec 5 2011,0700,358,19.3,978,5.7,1336,9.4
Mon, Dec 5 2011,0800,711,14.2,2512,2.9,3223,5.4
Mon, Dec 5 2011,0900,982,8.9,2389,3.1,3371,4.8
Mon, Dec 5 2011,1000,839,12.9,1804,5.3,2643,7.7
Mon, Dec 5 2011,1100,781,13.8,1331,8.3,2112,10.4
Mon, Dec 5 2011,1200,728,12.9,1135,11.5,1863,12
Mon, Dec 5 2011,1300,834,13.5,1011,11.1,1845,12.2
Mon, Dec 5 2011,1400,928,10.6,936,11.8,1864,11.2
Mon, Dec 5 2011,1500,1056,9.5,976,13.5,2032,11.4
Mon, Dec 5 2011,1600,1297,7.9,1039,10.8,2336,9.2
Mon, Dec 5 2011,1700,1913,5,1000,10.4,2913,6.9
Mon, Dec 5 2011,1800,2361,3.8,1048,7,3409,4.8
Mon, Dec 5 2011,1900,1992,3.3,976,7.4,2968,4.6
Mon, Dec 5 2011,2000,1212,3.4,776,7.7,1988,5.1
Mon, Dec 5 2011,2100,822,4.4,516,7.4,1338,5.5
Mon, Dec 5 2011,2200,547,6.6,384,7.8,931,7.1
Mon, Dec 5 2011,2300,418,5.3,288,10.1,706,7.2
Mon, Dec 5 2011,2400,286,10.8,188,12.2,474,11.4
Tue, Dec 6 2011,0100,152,18.4,80,25,232,20.7
Tue, Dec 6 2011,0200,78,24.4,50,34,128,28.1
Tue, Dec 6 2011,0300,64,35.9,42,33.3,106,34.9
Tue, Dec 6 2011,0400,82,54.9,51,31.4,133,45.9
Tue, Dec 6 2011,0500,80,46.2,132,36.4,212,40.1
Tue, Dec 6 2011,0600,120,36.7,248,23.4,368,27.7
Tue, Dec 6 2011,0700,354,28,965,8.6,1319,13.8
Tue, Dec 6 2011,0800,761,16.6,2336,3.3,3097,6.6
Tue, Dec 6 2011,0900,928,11.9,2285,3.5,3213,5.9
Tue, Dec 6 2011,1000,1035,12.3,1834,5.6,2869,8
Tue, Dec 6 2011,1100,831,11.9,1286,8.5,2117,9.8
Tue, Dec 6 2011,1200,706,14.2,1081,12.8,1787,13.3
Tue, Dec 6 2011,1300,852,12.3,1003,14.7,1855,13.6
Tue, Dec 6 2011,1400,991,11.1,1020,12.8,2011,12
Tue, Dec 6 2011,1500,1160,9.5,965,11.4,2125,10.4
Tue, Dec 6 2011,1600,1368,6.4,1065,10.7,2433,8.3
Tue, Dec 6 2011,1700,1876,5.7,1039,8.7,2915,6.7
Tue, Dec 6 2011,1800,2225,3.9,1141,6.8,3366,4.9
Tue, Dec 6 2011,1900,2158,2.9,1010,6.5,3168,4
Tue, Dec 6 2011,2000,1318,3.7,786,8.8,2104,5.6
Tue, Dec 6 2011,2100,912,5,502,8,1414,6.1
Tue, Dec 6 2011,2200,689,5.8,356,9.6,1045,7.1
Tue, Dec 6 2011,2300,490,5.5,277,11.2,767,7.6
Tue, Dec 6 2011,2400,294,8.8,199,13.6,493,10.8
Wed, Dec 7 2011,0100,164,16.5,87,23,251,18.7
Wed, Dec 7 2011,0200,116,24.1,51,23.5,167,24
Wed, Dec 7 2011,0300,59,44.1,44,40.9,103,42.7
Wed, Dec 7 2011,0400,78,48.7,62,27.4,140,39.3
Wed, Dec 7 2011,0500,86,31.4,118,37.3,204,34.8
Wed, Dec 7 2011,0600,132,38.6,263,25.1,395,29.6
Wed, Dec 7 2011,0700,352,25.6,1028,6,1380,11
Wed, Dec 7 2011,0800,698,16,2287,3.8,2985,6.7
Wed, Dec 7 2011,0900,945,11.6,2245,3.9,3190,6.2
Wed, Dec 7 2011,1000,894,12.3,1670,6.8,2564,8.7
Wed, Dec 7 2011,1100,858,12.7,1230,9.5,2088,10.8
Wed, Dec 7 2011,1200,800,11.1,1037,10.9,1837,11
Wed, Dec 7 2011,1300,895,9.9,1011,15.2,1906,12.7
Wed, Dec 7 2011,1400,1008,9.3,1043,10,2051,9.7
Wed, Dec 7 2011,1500,1134,10.5,918,13.5,2052,11.8
Wed, Dec 7 2011,1600,1398,6.7,1048,11,2446,8.5
Wed, Dec 7 2011,1700,1986,4.7,1092,10.3,3078,6.7
Wed, Dec 7 2011,1800,2442,4,1169,8.5,3611,5.4
Wed, Dec 7 2011,1900,2050,3.9,1118,5.7,3168,4.5
Wed, Dec 7 2011,2000,1338,3.4,750,7.7,2088,5
Wed, Dec 7 2011,2100,976,4.2,526,8.6,1502,5.7
Wed, Dec 7 2011,2200,716,5.4,406,7.9,1122,6.3
Wed, Dec 7 2011,2300,520,5,303,7.9,823,6.1
Wed, Dec 7 2011,2400,352,7.7,226,12.8,578,9.7
Thu, Dec 8 2011,0100,157,15.9,81,22.2,238,18.1
Thu, Dec 8 2011,0200,105,16.2,48,20.8,153,17.6
Thu, Dec 8 2011,0300,79,45.6,47,38.3,126,42.9
Thu, Dec 8 2011,0400,72,41.7,70,34.3,142,38
Thu, Dec 8 2011,0500,107,40.2,121,30.6,228,35.1
Thu, Dec 8 2011,0600,133,39.8,247,19.8,380,26.8
Thu, Dec 8 2011,0700,333,31.5,981,8.5,1314,14.3
Thu, Dec 8 2011,0800,689,17.6,2232,3.3,2921,6.7
Thu, Dec 8 2011,0900,959,12.9,2207,3.8,3166,6.6
Thu, Dec 8 2011,1000,831,12,1724,6.1,2555,8.1
Thu, Dec 8 2011,1100,779,13.6,1340,10,2119,11.3
Thu, Dec 8 2011,1200,788,14.2,1118,9,1906,11.2
Thu, Dec 8 2011,1300,860,13.3,1089,14,1949,13.6
Thu, Dec 8 2011,1400,984,8,1035,11.6,2019,9.9
Thu, Dec 8 2011,1500,1159,8.5,1035,10.6,2194,9.5
Thu, Dec 8 2011,1600,1453,5.7,1101,9.8,2554,7.5
Thu, Dec 8 2011,1700,1857,4.3,1103,9.6,2960,6.3
Thu, Dec 8 2011,1800,2321,4.3,1127,6.9,3448,5.2
Thu, Dec 8 2011,1900,1990,2.8,1030,6.1,3020,3.9
Thu, Dec 8 2011,2000,1297,2.5,829,7.8,2126,4.6
Thu, Dec 8 2011,2100,1026,4.2,527,11.2,1553,6.6
Thu, Dec 8 2011,2200,815,5.3,397,8.8,1212,6.4
Thu, Dec 8 2011,2300,569,4.6,285,8.8,854,6
Thu, Dec 8 2011,2400,354,9.3,180,10.6,534,9.7
Fri, Dec 9 2011,0100,211,12.3,100,19,311,14.5
Fri, Dec 9 2011,0200,123,14.6,63,19,186,16.1
Fri, Dec 9 2011,0300,92,33.7,35,37.1,127,34.6
Fri, Dec 9 2011,0400,70,52.9,61,29.5,131,42
Fri, Dec 9 2011,0500,134,32.1,130,32.3,264,32.2
Fri, Dec 9 2011,0600,145,37.2,223,24.7,368,29.6
Fri, Dec 9 2011,0700,280,29.6,873,7.7,1153,13
Fri, Dec 9 2011,0800,637,16.6,2083,4.2,2720,7.1
Fri, Dec 9 2011,0900,909,12.9,2000,4.5,2909,7.1
Fri, Dec 9 2011,1000,793,12.9,1583,5.9,2376,8.2
Fri, Dec 9 2011,1100,789,11.5,1238,8.6,2027,9.7
Fri, Dec 9 2011,1200,907,11,1233,10.3,2140,10.6
Fri, Dec 9 2011,1300,1113,9.6,1116,9.9,2229,9.8
Fri, Dec 9 2011,1400,1356,6.9,1027,11.4,2383,8.8
Fri, Dec 9 2011,1500,1750,5,1078,10.6,2828,7.1
Fri, Dec 9 2011,1600,2119,4.1,1277,8.3,3396,5.7
Fri, Dec 9 2011,1700,2539,3.8,1326,6.8,3865,4.8
Fri, Dec 9 2011,1800,2551,2.4,1385,6.3,3936,3.8
Fri, Dec 9 2011,1900,2153,3.2,1299,3.9,3452,3.5
Fri, Dec 9 2011,2000,1514,3.6,1105,5.9,2619,4.5
Fri, Dec 9 2011,2100,1153,3,624,6.1,1777,4.1
Fri, Dec 9 2011,2200,784,4.5,509,7.3,1293,5.6
Fri, Dec 9 2011,2300,520,5,304,8.2,824,6.2
Fri, Dec 9 2011,2400,408,5.9,235,10.2,643,7.5
Sat, Dec 10 2011,0100,252,8.3,176,9.7,428,8.9
Sat, Dec 10 2011,0200,185,12.4,85,10.6,270,11.9
Sat, Dec 10 2011,0300,144,21.5,75,20,219,21
Sat, Dec 10 2011,0400,102,18.6,71,23.9,173,20.8
Sat, Dec 10 2011,0500,119,21,102,27.5,221,24
Sat, Dec 10 2011,0600,139,14.4,123,19.5,262,16.8
Sat, Dec 10 2011,0700,216,15.7,264,5.7,480,10.2
Sat, Dec 10 2011,0800,335,11.9,481,5.8,816,8.3
Sat, Dec 10 2011,0900,520,6.2,763,4.6,1283,5.2
Sat, Dec 10 2011,1000,783,3.7,1127,3.5,1910,3.6
Sat, Dec 10 2011,1100,1188,3.3,1297,4.5,2485,3.9
Sat, Dec 10 2011,1200,1288,3.3,1298,3.4,2586,3.4
Sat, Dec 10 2011,1300,1390,2.9,1436,2.9,2826,2.9
Sat, Dec 10 2011,1400,1501,2.1,1457,3.5,2958,2.8
Sat, Dec 10 2011,1500,1509,2,1298,4,2807,2.9
Sat, Dec 10 2011,1600,1547,1.8,1088,3.1,2635,2.4
Sat, Dec 10 2011,1700,1485,1.7,1081,2.7,2566,2.1
Sat, Dec 10 2011,1800,1499,1.3,1104,2.3,2603,1.7
Sat, Dec 10 2011,1900,1278,1.6,1085,2.4,2363,1.9
Sat, Dec 10 2011,2000,963,0.9,944,3.4,1907,2.1
Sat, Dec 10 2011,2100,666,1.4,534,3.9,1200,2.5
Sat, Dec 10 2011,2200,411,1.9,407,4.4,818,3.2
Sat, Dec 10 2011,2300,496,5.6,261,4.6,757,5.3
Sat, Dec 10 2011,2400,272,3.3,218,4.6,490,3.9
Sun, Dec 11 2011,0100,214,5.1,135,5.2,349,5.2
Sun, Dec 11 2011,0200,176,8.5,98,3.1,274,6.6
Sun, Dec 11 2011,0300,127,7.9,65,6.2,192,7.3
Sun, Dec 11 2011,0400,83,6,71,14.1,154,9.7
Sun, Dec 11 2011,0500,96,7.3,73,8.2,169,7.7
Sun, Dec 11 2011,0600,105,3.8,91,7.7,196,5.6
Sun, Dec 11 2011,0700,156,7.7,184,3.8,340,5.6
Sun, Dec 11 2011,0800,204,8.8,253,4.7,457,6.6
Sun, Dec 11 2011,0900,285,3.9,281,6,566,4.9
Sun, Dec 11 2011,1000,422,5.2,570,7.9,992,6.8
Sun, Dec 11 2011,1100,540,3.7,897,2.6,1437,3
Sun, Dec 11 2011,1200,704,1.4,1188,1.5,1892,1.5
Sun, Dec 11 2011,1300,1005,2.2,1490,1.6,2495,1.8
Sun, Dec 11 2011,1400,1191,1.8,1551,1.2,2742,1.4
Sun, Dec 11 2011,1500,1316,1.3,1388,1.4,2704,1.4
Sun, Dec 11 2011,1600,1400,1.9,1257,1.1,2657,1.5
Sun, Dec 11 2011,1700,1501,1.1,1371,1.8,2872,1.4
Sun, Dec 11 2011,1800,1593,2.9,1418,1.1,3011,2.1
Sun, Dec 11 2011,1900,1474,2.1,1549,2.2,3023,2.2
Sun, Dec 11 2011,2000,1113,1.8,1340,1.6,2453,1.7
Sun, Dec 11 2011,2100,766,1.4,1064,1.5,1830,1.5
Sun, Dec 11 2011,2200,486,4.9,804,3.4,1290,4
Sun, Dec 11 2011,2300,371,3,533,3.6,904,3.3
Sun, Dec 11 2011,2400,231,6.9,325,4,556,5.2
Mon, Dec 12 2011,0100,172,10.5,129,6.2,301,8.6
Mon, Dec 12 2011,0200,86,14,49,16.3,135,14.8
Mon, Dec 12 2011,0300,54,33.3,45,31.1,99,32.3
Mon, Dec 12 2011,0400,58,43.1,65,15.4,123,28.5
Mon, Dec 12 2011,0500,82,46.3,137,19,219,29.2
Mon, Dec 12 2011,0600,129,27.1,274,16.1,403,19.6
Mon, Dec 12 2011,0700,357,20.2,990,6.9,1347,10.4
Mon, Dec 12 2011,0800,778,16.7,2408,3.2,3186,6.5
Mon, Dec 12 2011,0900,941,11.8,2269,3.5,3210,6
Mon, Dec 12 2011,1000,819,13.2,1850,5.5,2669,7.8
Mon, Dec 12 2011,1100,779,14.8,1342,7.7,2121,10.3
Mon, Dec 12 2011,1200,773,13.5,1138,10.5,1911,11.7
Mon, Dec 12 2011,1300,877,10.3,1115,11,1992,10.7
Mon, Dec 12 2011,1400,1013,10.8,1046,10.8,2059,10.8
Mon, Dec 12 2011,1500,1097,8.3,976,11.5,2073,9.8
Mon, Dec 12 2011,1600,1374,7,1056,9,2430,7.9
Mon, Dec 12 2011,1700,1897,4.7,1003,10.5,2900,6.7
Mon, Dec 12 2011,1800,2323,4,1048,8.4,3371,5.4
Mon, Dec 12 2011,1900,1918,3.2,956,5.8,2874,4
Mon, Dec 12 2011,2000,1157,4.1,689,7.5,1846,5.4
Mon, Dec 12 2011,2100,800,4.1,532,8.8,1332,6
Mon, Dec 12 2011,2200,585,5.8,341,11.7,926,8
Mon, Dec 12 2011,2300,474,6.5,277,10.5,751,8
Mon, Dec 12 2011,2400,291,8.2,187,11.2,478,9.4
Tue, Dec 13 2011,0100,160,15.6,68,11.8,228,14.5
Tue, Dec 13 2011,0200,89,25.8,39,15.4,128,22.7
Tue, Dec 13 2011,0300,62,33.9,36,36.1,98,34.7
Tue, Dec 13 2011,0400,76,59.2,55,29.1,131,46.6
Tue, Dec 13 2011,0500,87,42.5,118,34.7,205,38
Tue, Dec 13 2011,0600,126,34.9,262,20.6,388,25.3
Tue, Dec 13 2011,0700,343,26.8,932,8.4,1275,13.3
Tue, Dec 13 2011,0800,690,16.4,2210,3.4,2900,6.5
Tue, Dec 13 2011,0900,901,10.7,2148,3.3,3049,5.5
Tue, Dec 13 2011,1000,883,15.1,1734,5.8,2617,8.9
Tue, Dec 13 2011,1100,720,14.4,1475,9.4,2195,11
Tue, Dec 13 2011,1200,735,12.5,1096,11.2,1831,11.7
Tue, Dec 13 2011,1300,875,12.5,983,14.2,1858,13.4
Tue, Dec 13 2011,1400,987,12.2,1032,11.3,2019,11.7
Tue, Dec 13 2011,1500,1065,8.7,953,12.8,2018,10.7
Tue, Dec 13 2011,1600,1308,7.6,1044,10.2,2352,8.8
Tue, Dec 13 2011,1700,1942,5.8,1023,11.4,2965,7.7
Tue, Dec 13 2011,1800,2325,3.4,1029,8.2,3354,4.8
Tue, Dec 13 2011,1900,1997,3.7,1017,8.7,3014,5.4
Tue, Dec 13 2011,2000,1168,4.6,755,7.4,1923,5.7
Tue, Dec 13 2011,2100,853,5.2,490,8.4,1343,6.3
Tue, Dec 13 2011,2200,649,7.1,356,10.7,1005,8.4
Tue, Dec 13 2011,2300,452,5.1,259,13.9,711,8.3
Tue, Dec 13 2011,2400,313,9.3,172,14.5,485,11.1
Wed, Dec 14 2011,0100,158,19.6,82,23.2,240,20.8
Wed, Dec 14 2011,0200,89,19.1,41,24.4,130,20.8
Wed, Dec 14 2011,0300,78,41,49,32.7,127,37.8
Wed, Dec 14 2011,0400,88,38.6,62,40.3,150,39.3
Wed, Dec 14 2011,0500,96,35.4,129,31,225,32.9
Wed, Dec 14 2011,0600,140,31.4,232,21.6,372,25.3
Wed, Dec 14 2011,0700,302,26.2,934,9,1236,13.2
Wed, Dec 14 2011,0800,753,17.8,2181,3.8,2934,7.4
Wed, Dec 14 2011,0900,869,9.7,2180,4,3049,5.6
Wed, Dec 14 2011,1000,875,14.2,1732,6,2607,8.7
Wed, Dec 14 2011,1100,795,13.1,1346,8.5,2141,10.2
Wed, Dec 14 2011,1200,759,11.9,1078,10.8,1837,11.2
Wed, Dec 14 2011,1300,851,11.6,996,11.9,1847,11.8
Wed, Dec 14 2011,1400,996,8.8,1078,12,2074,10.5
Wed, Dec 14 2011,1500,1190,8.5,1016,10.8,2206,9.6
Wed, Dec 14 2011,1600,1491,8.1,1058,10.1,2549,8.9
Wed, Dec 14 2011,1700,1836,5.6,1184,10.6,3020,7.5
Wed, Dec 14 2011,1800,2353,3.6,1153,7.5,3506,4.9
Wed, Dec 14 2011,1900,2020,3.3,1133,7,3153,4.6
Wed, Dec 14 2011,2000,1263,3.8,841,7.4,2104,5.2
Wed, Dec 14 2011,2100,948,4.3,537,8.4,1485,5.8
Wed, Dec 14 2011,2200,732,3.8,397,8.1,1129,5.3
Wed, Dec 14 2011,2300,554,4.2,276,10.5,830,6.3
Wed, Dec 14 2011,2400,315,7.6,199,10.1,514,8.6
Thu, Dec 15 2011,0100,175,16.6,96,13.5,271,15.5
Thu, Dec 15 2011,0200,112,26.8,56,25,168,26.2
Thu, Dec 15 2011,0300,76,27.6,45,31.1,121,28.9
Thu, Dec 15 2011,0400,76,51.3,46,32.6,122,44.3
Thu, Dec 15 2011,0500,98,38.8,114,38.6,212,38.7
Thu, Dec 15 2011,0600,138,30.4,252,25.4,390,27.2
Thu, Dec 15 2011,0700,365,25.5,902,7.2,1267,12.5
Thu, Dec 15 2011,0800,705,18,2175,3.8,2880,7.3
Thu, Dec 15 2011,0900,924,11.1,2235,3.2,3159,5.5
Thu, Dec 15 2011,1000,864,14.4,1891,5.9,2755,8.6
Thu, Dec 15 2011,1100,836,12,1339,9.8,2175,10.6
Thu, Dec 15 2011,1200,772,13.3,1202,12.2,1974,12.7
Thu, Dec 15 2011,1300,980,10.4,1032,13.5,2012,12
Thu, Dec 15 2011,1400,1126,10.4,1085,11.4,2211,10.9
Thu, Dec 15 2011,1500,1188,9,1076,12.3,2264,10.6
Thu, Dec 15 2011,1600,1447,7.1,1135,10.2,2582,8.5
Thu, Dec 15 2011,1700,1943,4.4,1143,9.5,3086,6.3
Thu, Dec 15 2011,1800,2356,3.7,1135,8.2,3491,5.1
Thu, Dec 15 2011,1900,1889,4.1,1081,6.7,2970,5
Thu, Dec 15 2011,2000,1321,4.1,868,7.3,2189,5.3
Thu, Dec 15 2011,2100,1068,3.8,575,7.5,1643,5.1
Thu, Dec 15 2011,2200,864,4.1,459,6.5,1323,4.9
Thu, Dec 15 2011,2300,553,4.7,287,9.8,840,6.4
Thu, Dec 15 2011,2400,386,5.4,193,15.5,579,8.8
Fri, Dec 16 2011,0100,234,14.5,82,28,316,18
Fri, Dec 16 2011,0200,144,18.8,75,16,219,17.8
Fri, Dec 16 2011,0300,108,28.7,49,28.6,157,28.7
Fri, Dec 16 2011,0400,91,47.3,66,25.8,157,38.2
Fri, Dec 16 2011,0500,112,33.9,126,35.7,238,34.9
Fri, Dec 16 2011,0600,147,32,220,24.1,367,27.2
Fri, Dec 16 2011,0700,313,22.7,798,6.1,1111,10.8
Fri, Dec 16 2011,0800,633,19.3,1848,4.8,2481,8.5
Fri, Dec 16 2011,0900,801,13.5,2024,4.3,2825,6.9
Fri, Dec 16 2011,1000,734,15.7,1512,6.9,2246,9.8
Fri, Dec 16 2011,1100,849,10.8,1213,9.6,2062,10.1
Fri, Dec 16 2011,1200,987,10.1,1117,11,2104,10.6
Fri, Dec 16 2011,1300,1092,8.1,1161,11.6,2253,9.9
Fri, Dec 16 2011,1400,1340,7.5,1250,10.7,2590,9.1
Fri, Dec 16 2011,1500,1699,6.2,1265,10.8,2964,8.2
Fri, Dec 16 2011,1600,2152,5.2,1372,6.6,3524,5.7
Fri, Dec 16 2011,1700,2362,4.1,1359,5.7,3721,4.7
Fri, Dec 16 2011,1800,2371,2.9,1337,6.1,3708,4
Fri, Dec 16 2011,1900,1826,3.5,1251,5.8,3077,4.5
Fri, Dec 16 2011,2000,1400,4.9,1006,5.9,2406,5.3
Fri, Dec 16 2011,2100,1027,3.6,724,7.9,1751,5.4
Fri, Dec 16 2011,2200,697,3.6,450,8,1147,5.3
Fri, Dec 16 2011,2300,517,7.7,284,13,801,9.6
Fri, Dec 16 2011,2400,427,6.1,240,13.3,667,8.7
Sat, Dec 17 2011,0100,359,4.5,131,8.4,490,5.5
Sat, Dec 17 2011,0200,215,15.3,90,20,305,16.7
Sat, Dec 17 2011,0300,147,21.1,90,10,237,16.9
Sat, Dec 17 2011,0400,110,21.8,78,20.5,188,21.3
Sat, Dec 17 2011,0500,107,21.5,123,27.6,230,24.8
Sat, Dec 17 2011,0600,135,16.3,144,18.1,279,17.2
Sat, Dec 17 2011,0700,271,13.7,330,7.3,601,10.1
Sat, Dec 17 2011,0800,273,14.3,455,4.6,728,8.2
Sat, Dec 17 2011,0900,441,10.4,588,5.4,1029,7.6
Sat, Dec 17 2011,1000,674,7.3,903,4,1577,5.4
Sat, Dec 17 2011,1100,939,4.8,1094,4.9,2033,4.9
Sat, Dec 17 2011,1200,1249,4.6,1343,4.7,2592,4.6
Sat, Dec 17 2011,1300,1362,2.4,1502,3.6,2864,3
Sat, Dec 17 2011,1400,1391,2.8,1531,2.9,2922,2.8
Sat, Dec 17 2011,1500,1498,2.5,1424,2.8,2922,2.6
Sat, Dec 17 2011,1600,1485,1,1391,3.2,2876,2.1
Sat, Dec 17 2011,1700,1506,1.2,1249,3.1,2755,2.1
Sat, Dec 17 2011,1800,1424,1.3,1063,2.4,2487,1.8
Sat, Dec 17 2011,1900,1270,1.4,998,2.7,2268,2
Sat, Dec 17 2011,2000,970,1.3,804,2.7,1774,2
Sat, Dec 17 2011,2100,801,1.4,583,2.9,1384,2
Sat, Dec 17 2011,2200,618,3.6,394,3.6,1012,3.6
Sat, Dec 17 2011,2300,305,1.3,245,4.1,550,2.5
Sat, Dec 17 2011,2400,303,5.3,177,2.8,480,4.4
Sun, Dec 18 2011,0100,315,4.1,133,5.3,448,4.5
Sun, Dec 18 2011,0200,177,1.7,87,4.6,264,2.7
Sun, Dec 18 2011,0300,101,13.9,56,8.9,157,12.1
Sun, Dec 18 2011,0400,100,12,70,11.4,170,11.8
Sun, Dec 18 2011,0500,77,10.4,78,15.4,155,12.9
Sun, Dec 18 2011,0600,95,4.2,74,6.8,169,5.3
Sun, Dec 18 2011,0700,203,4.9,165,4.8,368,4.9
Sun, Dec 18 2011,0800,166,12,251,3.6,417,7
Sun, Dec 18 2011,0900,267,7.9,219,5.5,486,6.8
Sun, Dec 18 2011,1000,320,3.8,428,3.7,748,3.7
Sun, Dec 18 2011,1100,543,2.9,684,2.8,1227,2.9
Sun, Dec 18 2011,1200,815,2,1087,1.7,1902,1.8
Sun, Dec 18 2011,1300,1266,1.9,1369,0.9,2635,1.4
Sun, Dec 18 2011,1400,1305,1.1,1432,1.3,2737,1.2
Sun, Dec 18 2011,1500,1392,1.2,1410,1.8,2802,1.5
Sun, Dec 18 2011,1600,1337,1.4,1347,1.5,2684,1.5
Sun, Dec 18 2011,1700,1402,0.9,1571,1.5,2973,1.2
Sun, Dec 18 2011,1800,1338,1.2,1382,1.6,2720,1.4
Sun, Dec 18 2011,1900,1337,1,1209,1.6,2546,1.3
Sun, Dec 18 2011,2000,1156,1.3,1143,1.9,2299,1.6
Sun, Dec 18 2011,2100,889,2.1,886,2.3,1775,2.2
Sun, Dec 18 2011,2200,559,2.9,679,3.7,1238,3.3
Sun, Dec 18 2011,2300,332,4.8,426,3.1,758,3.8
Sun, Dec 18 2011,2400,247,4.9,234,4.3,481,4.6
Mon, Dec 19 2011,0100,155,8.4,117,8.5,272,8.5
Mon, Dec 19 2011,0200,72,20.8,47,12.8,119,17.6
Mon, Dec 19 2011,0300,71,31,34,11.8,105,24.8
Mon, Dec 19 2011,0400,62,45.2,68,25,130,34.6
Mon, Dec 19 2011,0500,82,39,122,25.4,204,30.9
Mon, Dec 19 2011,0600,121,36.4,262,14.9,383,21.7
Mon, Dec 19 2011,0700,370,20.8,1022,6.7,1392,10.4
Mon, Dec 19 2011,0800,673,17.8,2285,3.9,2958,7.1
Mon, Dec 19 2011,0900,949,11.4,2132,3.6,3081,6
Mon, Dec 19 2011,1000,802,13.3,1860,6.4,2662,8.5
Mon, Dec 19 2011,1100,818,12.1,1445,7.3,2263,9
Mon, Dec 19 2011,1200,898,12,1106,11.1,2004,11.5
Mon, Dec 19 2011,1300,933,11.6,1140,9.2,2073,10.3
Mon, Dec 19 2011,1400,1048,8.5,1069,10.9,2117,9.7
Mon, Dec 19 2011,1500,1187,8.2,1070,12.2,2257,10.1
Mon, Dec 19 2011,1600,1369,7.2,1054,8.5,2423,7.8
Mon, Dec 19 2011,1700,1899,6,1053,8.8,2952,7
Mon, Dec 19 2011,1800,2212,4.4,1041,7.1,3253,5.3
