Day of Week,Date,Hour ending,Hourly volume Westbound,HCV % Westbound,Hourly volume Eastbound,HCV % Eastbound,Total volume,Total % HCV
Mon, Apr 4 2011,0200,110,19.1,67,9,177,15.3
Mon, Apr 4 2011,0300,70,22.9,37,35.1,107,27.1
Mon, Apr 4 2011,0400,59,37.3,55,10.9,114,24.6
Mon, Apr 4 2011,0500,79,35.4,135,23.7,214,28
Mon, Apr 4 2011,0600,133,27.8,295,15.9,428,19.6
Mon, Apr 4 2011,0700,433,21.5,1006,3.8,1439,9.1
Mon, Apr 4 2011,0800,755,11.7,2545,3.5,3300,5.4
Mon, Apr 4 2011,0900,938,11.4,2409,3.4,3347,5.6
Mon, Apr 4 2011,1000,788,12.9,1503,5.7,2291,8.2
Mon, Apr 4 2011,1100,756,13.8,1261,8.7,2017,10.6
Mon, Apr 4 2011,1200,779,13.9,1094,13,1873,13.3
Mon, Apr 4 2011,1300,840,11,981,12.7,1821,11.9
Mon, Apr 4 2011,1400,878,10.1,1012,11.8,1890,11
Mon, Apr 4 2011,1500,1094,9.4,1000,11.4,2094,10.4
Mon, Apr 4 2011,1600,1283,7.6,1034,10.2,2317,8.7
Mon, Apr 4 2011,1700,1854,4.7,975,10.3,2829,6.6
Mon, Apr 4 2011,1800,2331,3.1,1078,7.3,3409,4.5
Mon, Apr 4 2011,1900,1913,3.1,972,5.3,2885,3.9
Mon, Apr 4 2011,2000,1012,4.6,804,6.6,1816,5.5
Mon, Apr 4 2011,2100,796,5,562,5.7,1358,5.3
Mon, Apr 4 2011,2200,525,4.4,444,8.3,969,6.2
Mon, Apr 4 2011,2300,420,6,370,10,790,7.8
Mon, Apr 4 2011,2400,295,8.1,202,9.4,497,8.7
Tue, Apr 5 2011,0100,206,11.2,80,16.2,286,12.6
Tue, Apr 5 2011,0200,90,33.3,55,25.5,145,30.3
Tue, Apr 5 2011,0300,80,40,38,36.8,118,39
Tue, Apr 5 2011,0400,52,38.5,60,26.7,112,32.1
Tue, Apr 5 2011,0500,66,43.9,120,35,186,38.2
Tue, Apr 5 2011,0600,113,44.2,267,19.5,380,26.8
Tue, Apr 5 2011,0700,391,29.7,1024,9.3,1415,14.9
Tue, Apr 5 2011,0800,783,15.3,2399,4.1,3182,6.9
Tue, Apr 5 2011,0900,1004,10.8,2102,3.8,3106,6
Tue, Apr 5 2011,1000,832,15.4,1636,6.4,2468,9.4
Tue, Apr 5 2011,1100,721,12.3,1176,9.9,1897,10.8
Tue, Apr 5 2011,1200,768,15.1,979,14.5,1747,14.8
Tue, Apr 5 2011,1300,864,10.6,989,12.8,1853,11.8
Tue, Apr 5 2011,1400,926,9.3,972,12.6,1898,11
Tue, Apr 5 2011,1500,1099,7.6,956,12.4,2055,9.9
Tue, Apr 5 2011,1600,1364,6.8,970,14.2,2334,9.9
Tue, Apr 5 2011,1700,1925,3.9,1010,11.7,2935,6.6
Tue, Apr 5 2011,1800,2431,3.8,1089,5.8,3520,4.4
Tue, Apr 5 2011,1900,2006,2.8,1052,7.1,3058,4.3
Tue, Apr 5 2011,2000,1146,3.7,745,7.1,1891,5
Tue, Apr 5 2011,2100,834,6,552,9.2,1386,7.3
Tue, Apr 5 2011,2200,631,4.1,398,7.8,1029,5.5
Tue, Apr 5 2011,2300,475,5.3,366,9.3,841,7
Tue, Apr 5 2011,2400,274,6.6,218,8.7,492,7.5
Wed, Apr 6 2011,0100,176,15.9,96,15.6,272,15.8
Wed, Apr 6 2011,0200,94,35.1,52,17.3,146,28.8
Wed, Apr 6 2011,0300,70,32.9,39,25.6,109,30.3
Wed, Apr 6 2011,0400,55,45.5,56,33.9,111,39.6
Wed, Apr 6 2011,0500,96,36.5,116,26.7,212,31.1
Wed, Apr 6 2011,0600,119,39.5,262,21.4,381,27
Wed, Apr 6 2011,0700,378,28.8,1037,5.1,1415,11.4
Wed, Apr 6 2011,0800,839,16.1,2378,3.3,3217,6.6
Wed, Apr 6 2011,0900,1137,11.3,2164,4.5,3301,6.8
Wed, Apr 6 2011,1000,977,11.7,1620,6.5,2597,8.4
Wed, Apr 6 2011,1100,801,13,1146,11.5,1947,12.1
Wed, Apr 6 2011,1200,850,13.2,951,13.9,1801,13.5
Wed, Apr 6 2011,1300,909,11.6,995,14.2,1904,12.9
Wed, Apr 6 2011,1400,1040,9.6,1045,13,2085,11.3
Wed, Apr 6 2011,1500,1153,9.2,1002,11.5,2155,10.3
Wed, Apr 6 2011,1600,1390,6.2,1031,13.2,2421,9.2
Wed, Apr 6 2011,1700,1973,4.4,1172,10.7,3145,6.7
Wed, Apr 6 2011,1800,2490,3.4,1155,8.2,3645,4.9
Wed, Apr 6 2011,1900,2058,3.6,1134,7.8,3192,5.1
Wed, Apr 6 2011,2000,1185,4.1,850,6.6,2035,5.1
Wed, Apr 6 2011,2100,904,4.4,583,7.2,1487,5.5
Wed, Apr 6 2011,2200,641,4.7,414,8.9,1055,6.4
Wed, Apr 6 2011,2300,506,4.9,382,10.5,888,7.3
Wed, Apr 6 2011,2400,284,9.9,225,7.6,509,8.8
Thu, Apr 7 2011,0100,200,11.5,78,24.4,278,15.1
Thu, Apr 7 2011,0200,112,26.8,44,29.5,156,27.6
Thu, Apr 7 2011,0300,73,46.6,44,40.9,117,44.4
Thu, Apr 7 2011,0400,60,38.3,51,29.4,111,34.2
Thu, Apr 7 2011,0500,93,41.9,115,27,208,33.7
Thu, Apr 7 2011,0600,137,35,261,19.9,398,25.1
Thu, Apr 7 2011,0700,429,24.7,1019,7.8,1448,12.8
Thu, Apr 7 2011,0800,849,17,2360,3.7,3209,7.2
Thu, Apr 7 2011,0900,1070,13,2188,4.4,3258,7.2
Thu, Apr 7 2011,1000,965,11.1,1647,9.7,2612,10.2
Thu, Apr 7 2011,1100,846,13.1,1274,12.8,2120,12.9
Thu, Apr 7 2011,1200,869,12,1011,14.5,1880,13.4
Thu, Apr 7 2011,1300,944,13.9,1065,14.6,2009,14.3
Thu, Apr 7 2011,1400,1028,8.4,998,12.1,2026,10.2
Thu, Apr 7 2011,1500,1271,8.8,1040,14.1,2311,11.2
Thu, Apr 7 2011,1600,1502,7.5,1079,11.9,2581,9.3
Thu, Apr 7 2011,1700,2094,5.1,1155,10,3249,6.9
Thu, Apr 7 2011,1800,2446,3.7,1250,7.4,3696,5
Thu, Apr 7 2011,1900,2021,3.6,1238,7.3,3259,5
Thu, Apr 7 2011,2000,1338,3.9,914,7,2252,5.2
Thu, Apr 7 2011,2100,1028,4.9,650,8.8,1678,6.4
Thu, Apr 7 2011,2200,885,5.2,520,8.5,1405,6.4
Thu, Apr 7 2011,2300,563,4.8,378,10.8,941,7.2
Thu, Apr 7 2011,2400,344,9,225,12.4,569,10.4
Fri, Apr 8 2011,0100,234,15,108,12,342,14
Fri, Apr 8 2011,0200,128,27.3,74,25.7,202,26.7
Fri, Apr 8 2011,0300,86,38.4,45,37.8,131,38.2
Fri, Apr 8 2011,0400,75,36,65,33.8,140,35
Fri, Apr 8 2011,0500,112,42,135,34.1,247,37.7
Fri, Apr 8 2011,0600,121,39.7,292,23.3,413,28.1
Fri, Apr 8 2011,0700,351,29.9,976,8.3,1327,14
Fri, Apr 8 2011,0800,821,16.2,2119,3.9,2940,7.3
Fri, Apr 8 2011,0900,964,11.9,2037,4.1,3001,6.6
Fri, Apr 8 2011,1000,952,11.1,1435,6.1,2387,8.1
Fri, Apr 8 2011,1100,915,10.7,1096,10.9,2011,10.8
Fri, Apr 8 2011,1200,1086,7.3,1048,12.6,2134,9.9
Fri, Apr 8 2011,1300,1309,7,1055,11.3,2364,8.9
Fri, Apr 8 2011,1400,1469,6.5,1109,12.3,2578,9
Fri, Apr 8 2011,1500,1852,5.6,1097,9.6,2949,7.1
Fri, Apr 8 2011,1600,2381,3.9,1218,9.1,3599,5.6
Fri, Apr 8 2011,1700,2739,3.2,1266,7.5,4005,4.6
Fri, Apr 8 2011,1800,2691,2.5,1452,6.7,4143,4
Fri, Apr 8 2011,1900,2162,3.3,1367,4.8,3529,3.9
Fri, Apr 8 2011,2000,1677,2.8,1018,5.2,2695,3.7
Fri, Apr 8 2011,2100,1182,3.7,702,5,1884,4.2
Fri, Apr 8 2011,2200,815,3.8,551,4.7,1366,4.2
Fri, Apr 8 2011,2300,523,3.8,417,8.2,940,5.7
Fri, Apr 8 2011,2400,401,6,247,7.3,648,6.5
Sat, Apr 9 2011,0100,345,9.3,136,11,481,9.8
Sat, Apr 9 2011,0200,178,15.2,72,16.7,250,15.6
Sat, Apr 9 2011,0300,95,20,63,14.3,158,17.7
Sat, Apr 9 2011,0400,91,18.7,62,25.8,153,21.6
Sat, Apr 9 2011,0500,105,27.6,91,25.3,196,26.5
Sat, Apr 9 2011,0600,120,23.3,154,22.7,274,23
Sat, Apr 9 2011,0700,261,13,298,11.4,559,12.2
Sat, Apr 9 2011,0800,435,10.3,530,5.7,965,7.8
Sat, Apr 9 2011,0900,720,6.8,812,5.7,1532,6.2
Sat, Apr 9 2011,1000,910,3.6,955,5.1,1865,4.4
Sat, Apr 9 2011,1100,1162,3.4,1149,5.6,2311,4.5
Sat, Apr 9 2011,1200,1279,2.9,1308,4.7,2587,3.8
Sat, Apr 9 2011,1300,1545,2.5,1483,4.7,3028,3.6
Sat, Apr 9 2011,1400,1636,2.2,1410,3.2,3046,2.7
Sat, Apr 9 2011,1500,1673,1.7,1284,2.9,2957,2.2
Sat, Apr 9 2011,1600,1564,1.8,1228,2.4,2792,2
Sat, Apr 9 2011,1700,1368,3.4,1036,2.7,2404,3.1
Sat, Apr 9 2011,1800,1371,1,1006,1.9,2377,1.4
Sat, Apr 9 2011,1900,1299,1.8,999,2.7,2298,2.2
Sat, Apr 9 2011,2000,871,2.1,863,3.4,1734,2.7
Sat, Apr 9 2011,2100,738,1.1,696,3.3,1434,2.2
Sat, Apr 9 2011,2200,641,2.5,524,3.4,1165,2.9
Sat, Apr 9 2011,2300,348,2.9,415,1.7,763,2.2
Sat, Apr 9 2011,2400,336,3,226,5.3,562,3.9
Sun, Apr 10 2011,0100,346,3.2,158,5.1,504,3.8
Sun, Apr 10 2011,0200,164,7.3,82,1.2,246,5.3
Sun, Apr 10 2011,0300,103,10.7,65,3.1,168,7.7
Sun, Apr 10 2011,0400,68,4.4,59,5.1,127,4.7
Sun, Apr 10 2011,0500,95,9.5,99,15.2,194,12.4
Sun, Apr 10 2011,0600,84,9.5,98,7.1,182,8.2
Sun, Apr 10 2011,0700,168,8.9,176,4,344,6.4
Sun, Apr 10 2011,0800,244,6.6,256,4.3,500,5.4
Sun, Apr 10 2011,0900,419,4.8,310,4.5,729,4.7
Sun, Apr 10 2011,1000,567,4.2,510,3.3,1077,3.8
Sun, Apr 10 2011,1100,763,3.1,820,2.6,1583,2.8
Sun, Apr 10 2011,1200,946,2.1,1152,2.3,2098,2.2
Sun, Apr 10 2011,1300,1076,1.9,1332,1.5,2408,1.7
Sun, Apr 10 2011,1400,1181,1.9,1609,1.2,2790,1.5
Sun, Apr 10 2011,1500,1211,2.1,1404,1.9,2615,2
Sun, Apr 10 2011,1600,1209,1.5,1440,1.7,2649,1.6
Sun, Apr 10 2011,1700,1287,1.2,1464,1.7,2751,1.5
Sun, Apr 10 2011,1800,1316,1.4,1768,1.2,3084,1.3
Sun, Apr 10 2011,1900,1326,2.3,1984,1.5,3310,1.8
Sun, Apr 10 2011,2000,1080,1.5,1910,2,2990,1.8
Sun, Apr 10 2011,2100,800,1.6,1625,1.4,2425,1.5
Sun, Apr 10 2011,2200,559,3.9,1218,2.3,1777,2.8
Sun, Apr 10 2011,2300,333,4.2,738,1.8,1071,2.5
Sun, Apr 10 2011,2400,257,3.5,365,2.7,622,3.1
Mon, Apr 11 2011,0100,329,4,151,6,480,4.6
Mon, Apr 11 2011,0200,110,19.1,57,5.3,167,14.4
Mon, Apr 11 2011,0300,75,26.7,43,25.6,118,26.3
Mon, Apr 11 2011,0400,59,37.3,66,13.6,125,24.8
Mon, Apr 11 2011,0500,76,35.5,118,23.7,194,28.4
Mon, Apr 11 2011,0600,127,29.1,295,18.6,422,21.8
Mon, Apr 11 2011,0700,423,19.6,1109,6.1,1532,9.9
Mon, Apr 11 2011,0800,813,14.6,2726,4,3539,6.4
Mon, Apr 11 2011,0900,1016,9.4,2378,3.9,3394,5.5
Mon, Apr 11 2011,1000,856,11.9,1648,5.5,2504,7.7
Mon, Apr 11 2011,1100,834,13.5,1203,10.1,2037,11.5
Mon, Apr 11 2011,1200,844,10.4,1085,11.3,1929,10.9
Mon, Apr 11 2011,1300,895,11.5,1063,10.3,1958,10.8
Mon, Apr 11 2011,1400,989,11,1066,10.7,2055,10.9
Mon, Apr 11 2011,1500,1082,8.9,1074,9.7,2156,9.3
Mon, Apr 11 2011,1600,1377,7.6,1052,9.5,2429,8.4
Mon, Apr 11 2011,1700,1959,4.9,1039,10.3,2998,6.8
Mon, Apr 11 2011,1800,2396,3.9,1138,7.7,3534,5.1
Mon, Apr 11 2011,1900,1894,4,1072,8.4,2966,5.6
Mon, Apr 11 2011,2000,1105,4.4,835,8.4,1940,6.1
Mon, Apr 11 2011,2100,751,5.6,593,8.8,1344,7
Mon, Apr 11 2011,2200,594,4.2,466,9,1060,6.3
Mon, Apr 11 2011,2300,453,6,366,10.1,819,7.8
Mon, Apr 11 2011,2400,252,10.7,223,11.7,475,11.2
Tue, Apr 12 2011,0100,152,19.1,119,21,271,19.9
Tue, Apr 12 2011,0200,122,31.1,46,21.7,168,28.6
Tue, Apr 12 2011,0300,53,39.6,40,45,93,41.9
Tue, Apr 12 2011,0400,61,49.2,55,25.5,116,37.9
Tue, Apr 12 2011,0500,82,39,149,26.8,231,31.2
Tue, Apr 12 2011,0600,130,37.7,313,20.1,443,25.3
Tue, Apr 12 2011,0700,356,26.1,1068,7.1,1424,11.9
Tue, Apr 12 2011,0800,802,14.5,2461,3.5,3263,6.2
Tue, Apr 12 2011,0900,1100,9.7,2264,4.3,3364,6.1
Tue, Apr 12 2011,1000,874,11.9,1608,5.7,2482,7.9
Tue, Apr 12 2011,1100,780,12.4,1164,9.6,1944,10.8
Tue, Apr 12 2011,1200,853,12.9,993,13.4,1846,13.2
Tue, Apr 12 2011,1300,964,12,945,13.4,1909,12.7
Tue, Apr 12 2011,1400,1014,10.7,1001,12,2015,11.4
Tue, Apr 12 2011,1500,1095,10.3,1035,11.9,2130,11.1
Tue, Apr 12 2011,1600,1334,6.4,984,13.2,2318,9.3
Tue, Apr 12 2011,1700,2059,4.9,1149,11.4,3208,7.2
Tue, Apr 12 2011,1800,2457,2.9,1196,6.7,3653,4.1
Tue, Apr 12 2011,1900,2028,3.4,1090,5.6,3118,4.1
Tue, Apr 12 2011,2000,1197,3.3,843,8.4,2040,5.4
Tue, Apr 12 2011,2100,777,4.8,504,6.9,1281,5.6
Tue, Apr 12 2011,2200,612,5.9,411,8,1023,6.7
Tue, Apr 12 2011,2300,521,7.5,376,11.7,897,9.3
Tue, Apr 12 2011,2400,259,10.8,228,7.5,487,9.2
Wed, Apr 13 2011,0100,173,16.2,88,14.8,261,15.7
Wed, Apr 13 2011,0200,130,26.2,44,31.8,174,27.6
Wed, Apr 13 2011,0300,59,45.8,34,35.3,93,41.9
Wed, Apr 13 2011,0400,49,26.5,61,27.9,110,27.3
Wed, Apr 13 2011,0500,83,43.4,130,26.2,213,32.9
Wed, Apr 13 2011,0600,154,34.4,281,21.7,435,26.2
Wed, Apr 13 2011,0700,373,23.6,1078,7,1451,11.2
Wed, Apr 13 2011,0800,787,15.1,2384,3.1,3171,6.1
Wed, Apr 13 2011,0900,1092,11.2,2252,4.1,3344,6.4
Wed, Apr 13 2011,1000,925,12.4,1571,6.2,2496,8.5
Wed, Apr 13 2011,1100,804,12.7,1133,9.4,1937,10.8
Wed, Apr 13 2011,1200,774,11.8,980,14,1754,13
Wed, Apr 13 2011,1300,951,10.1,1033,13,1984,11.6
Wed, Apr 13 2011,1400,1053,9.5,1047,12.4,2100,11
Wed, Apr 13 2011,1500,1127,7.8,1017,12.7,2144,10.1
Wed, Apr 13 2011,1600,1469,5.9,1013,14.2,2482,9.3
Wed, Apr 13 2011,1700,1994,4.7,1119,10,3113,6.6
Wed, Apr 13 2011,1800,2436,3.2,1154,9.1,3590,5.1
Wed, Apr 13 2011,1900,2088,2.8,1115,6.2,3203,4
Wed, Apr 13 2011,2000,1221,3,812,6.3,2033,4.3
Wed, Apr 13 2011,2100,859,5.4,572,7.3,1431,6.1
Wed, Apr 13 2011,2200,741,2.8,487,6.2,1228,4.2
Wed, Apr 13 2011,2300,527,5.3,432,8.3,959,6.7
Wed, Apr 13 2011,2400,328,7,221,8.1,549,7.5
Thu, Apr 14 2011,0100,211,10.9,93,15.1,304,12.2
Thu, Apr 14 2011,0200,104,26.9,43,18.6,147,24.5
Thu, Apr 14 2011,0300,78,37.2,34,35.3,112,36.6
Thu, Apr 14 2011,0400,59,39,63,27,122,32.8
Thu, Apr 14 2011,0500,95,36.8,143,19.6,238,26.5
Thu, Apr 14 2011,0600,160,35.6,277,20.6,437,26.1
Thu, Apr 14 2011,0700,426,23,1110,6.6,1536,11.1
Thu, Apr 14 2011,0800,874,15.4,2457,4.5,3331,7.4
Thu, Apr 14 2011,0900,1166,10.5,2337,4.5,3503,6.5
Thu, Apr 14 2011,1000,876,9.6,1698,7.4,2574,8.2
Thu, Apr 14 2011,1100,976,14.1,1212,13.2,2188,13.6
Thu, Apr 14 2011,1200,930,11.2,1064,13.8,1994,12.6
Thu, Apr 14 2011,1300,1093,11.4,1122,13.7,2215,12.6
Thu, Apr 14 2011,1400,1122,7.7,1104,15,2226,11.3
Thu, Apr 14 2011,1500,1305,8.7,1098,11.3,2403,9.9
Thu, Apr 14 2011,1600,1560,7,1169,11.2,2729,8.8
Thu, Apr 14 2011,1700,2068,5.2,1186,8.3,3254,6.3
Thu, Apr 14 2011,1800,2470,3.3,1360,7.2,3830,4.7
Thu, Apr 14 2011,1900,2157,3.9,1267,6.6,3424,4.9
Thu, Apr 14 2011,2000,1423,3.5,932,7.6,2355,5.1
Thu, Apr 14 2011,2100,1092,4.4,688,7.1,1780,5.4
Thu, Apr 14 2011,2200,868,6,487,9.4,1355,7.2
Thu, Apr 14 2011,2300,613,6.4,397,10.3,1010,7.9
Thu, Apr 14 2011,2400,361,9.7,258,14.3,619,11.6
Fri, Apr 15 2011,0100,182,12.1,90,23.3,272,15.8
Fri, Apr 15 2011,0200,126,24.6,65,23.1,191,24.1
Fri, Apr 15 2011,0300,94,37.2,58,32.8,152,35.5
Fri, Apr 15 2011,0400,96,44.8,79,31.6,175,38.9
Fri, Apr 15 2011,0500,133,39.1,153,32.7,286,35.7
Fri, Apr 15 2011,0600,159,35.2,320,23.1,479,27.1
Fri, Apr 15 2011,0700,396,25,983,8.2,1379,13.1
Fri, Apr 15 2011,0800,823,18.6,2255,4.7,3078,8.4
Fri, Apr 15 2011,0900,1012,11.7,2157,5,3169,7.1
Fri, Apr 15 2011,1000,953,13.5,1483,8.3,2436,10.3
Fri, Apr 15 2011,1100,996,10.9,1110,11.7,2106,11.3
Fri, Apr 15 2011,1200,1199,9.2,1165,13.7,2364,11.4
Fri, Apr 15 2011,1300,1483,8.2,1244,13.7,2727,10.7
Fri, Apr 15 2011,1400,1750,6.2,1274,12.1,3024,8.7
Fri, Apr 15 2011,1500,2153,5.9,1253,11.5,3406,7.9
Fri, Apr 15 2011,1600,2446,4.5,1380,10.3,3826,6.6
Fri, Apr 15 2011,1700,2890,4,1366,7.4,4256,5.1
Fri, Apr 15 2011,1800,2900,2.7,1423,6.3,4323,3.9
Fri, Apr 15 2011,1900,2464,2.7,1403,5.8,3867,3.8
Fri, Apr 15 2011,2000,1705,2.8,1125,4.4,2830,3.4
Fri, Apr 15 2011,2100,1218,3.5,801,4.5,2019,3.9
Fri, Apr 15 2011,2200,842,3.9,585,7.7,1427,5.5
Fri, Apr 15 2011,2300,606,4.8,410,7.6,1016,5.9
Fri, Apr 15 2011,2400,551,4.7,304,8.2,855,6
Sat, Apr 16 2011,0100,262,9.9,170,12.4,432,10.9
Sat, Apr 16 2011,0200,182,14.8,95,10.5,277,13.4
Sat, Apr 16 2011,0300,121,28.1,70,17.1,191,24.1
Sat, Apr 16 2011,0400,89,21.3,96,26,185,23.8
Sat, Apr 16 2011,0500,122,17.2,124,19.4,246,18.3
Sat, Apr 16 2011,0600,154,14.9,163,14.1,317,14.5
Sat, Apr 16 2011,0700,324,15.7,377,8,701,11.6
Sat, Apr 16 2011,0800,531,8.7,564,5.3,1095,6.9
Sat, Apr 16 2011,0900,742,6.6,802,7,1544,6.8
Sat, Apr 16 2011,1000,958,4.6,1035,6.5,1993,5.6
Sat, Apr 16 2011,1100,1270,3.5,1169,4.6,2439,4
Sat, Apr 16 2011,1200,1405,2.9,1325,4.7,2730,3.8
Sat, Apr 16 2011,1300,1566,2.1,1317,3.6,2883,2.8
Sat, Apr 16 2011,1400,1610,3,1507,3,3117,3
Sat, Apr 16 2011,1500,1586,2.3,1332,2.9,2918,2.6
Sat, Apr 16 2011,1600,1556,1.8,1217,2.7,2773,2.2
Sat, Apr 16 2011,1700,1480,1.5,1151,2.6,2631,2
Sat, Apr 16 2011,1800,1472,2.3,1115,2.9,2587,2.6
Sat, Apr 16 2011,1900,1401,1.4,1143,3.1,2544,2.1
Sat, Apr 16 2011,2000,1027,1.9,1002,2,2029,1.9
Sat, Apr 16 2011,2100,742,2.2,784,2.2,1526,2.2
Sat, Apr 16 2011,2200,496,2,600,3.7,1096,2.9
Sat, Apr 16 2011,2300,389,3.9,358,3.1,747,3.5
Sat, Apr 16 2011,2400,308,3.2,277,3.6,585,3.4
Sun, Apr 17 2011,0100,236,4.2,161,3.1,397,3.8
Sun, Apr 17 2011,0200,176,5.1,85,7.1,261,5.7
Sun, Apr 17 2011,0300,125,7.2,74,6.8,199,7
Sun, Apr 17 2011,0400,102,5.9,75,10.7,177,7.9
Sun, Apr 17 2011,0500,93,3.2,115,9.6,208,6.7
Sun, Apr 17 2011,0600,97,5.2,96,11.5,193,8.3
Sun, Apr 17 2011,0700,196,7.1,212,3.8,408,5.4
Sun, Apr 17 2011,0800,271,6.6,335,4.5,606,5.4
Sun, Apr 17 2011,0900,445,4,361,3.6,806,3.8
Sun, Apr 17 2011,1000,517,4.8,516,5.2,1033,5
Sun, Apr 17 2011,1100,661,2.1,745,3.8,1406,3
Sun, Apr 17 2011,1200,923,1.2,1158,2.2,2081,1.7
Sun, Apr 17 2011,1300,1165,2.3,1431,1.5,2596,1.8
Sun, Apr 17 2011,1400,1289,1.6,1664,1.8,2953,1.7
Sun, Apr 17 2011,1500,1312,2,1621,1.2,2933,1.6
Sun, Apr 17 2011,1600,1279,1.9,1571,1.8,2850,1.8
Sun, Apr 17 2011,1700,1252,1,1426,1.8,2678,1.5
Sun, Apr 17 2011,1800,1333,1.6,1605,1.9,2938,1.8
Sun, Apr 17 2011,1900,1299,1.7,1692,1.9,2991,1.8
Sun, Apr 17 2011,2000,1076,3.3,1688,2,2764,2.5
Sun, Apr 17 2011,2100,877,3.3,1538,1.4,2415,2.1
Sun, Apr 17 2011,2200,569,3.5,1213,1.9,1782,2.4
Sun, Apr 17 2011,2300,408,2.9,836,1.6,1244,2
Sun, Apr 17 2011,2400,307,3.9,363,2.8,670,3.3
Mon, Apr 18 2011,0100,197,10.2,139,3.6,336,7.4
Mon, Apr 18 2011,0200,98,17.3,69,8.7,167,13.8
Mon, Apr 18 2011,0300,68,29.4,54,24.1,122,27
Mon, Apr 18 2011,0400,62,30.6,72,12.5,134,20.9
Mon, Apr 18 2011,0500,89,29.2,161,23,250,25.2
Mon, Apr 18 2011,0600,148,23.6,319,21,467,21.8
Mon, Apr 18 2011,0700,473,22.2,1129,5.8,1602,10.7
Mon, Apr 18 2011,0800,856,15,2485,3.2,3341,6.2
Mon, Apr 18 2011,0900,1057,11.6,2295,4.2,3352,6.5
Mon, Apr 18 2011,1000,903,12.4,1608,6.3,2511,8.5
Mon, Apr 18 2011,1100,904,11.1,1281,9.8,2185,10.3
Mon, Apr 18 2011,1200,1078,11.9,1204,13.5,2282,12.7
Mon, Apr 18 2011,1300,1088,10.8,1217,13,2305,11.9
Mon, Apr 18 2011,1400,1040,8.8,1218,10.5,2258,9.7
Mon, Apr 18 2011,1500,1266,7.7,1184,10.2,2450,8.9
Mon, Apr 18 2011,1600,1379,6.8,1071,11.4,2450,8.8
Mon, Apr 18 2011,1700,1995,5,1107,11.3,3102,7.2
Mon, Apr 18 2011,1800,2442,2.6,1234,7.1,3676,4.1
Mon, Apr 18 2011,1900,2058,3.6,1136,7.1,3194,4.9
Mon, Apr 18 2011,2000,1166,4.5,925,5.7,2091,5
Mon, Apr 18 2011,2100,862,5.6,662,5.4,1524,5.5
Mon, Apr 18 2011,2200,597,5,547,8.2,1144,6.6
Mon, Apr 18 2011,2300,446,7.4,413,9,859,8.1
Mon, Apr 18 2011,2400,268,7.8,243,8.2,511,8
Tue, Apr 19 2011,0100,186,14,115,22.6,301,17.3
Tue, Apr 19 2011,0200,124,27.4,37,21.6,161,26.1
Tue, Apr 19 2011,0300,75,34.7,52,44.2,127,38.6
Tue, Apr 19 2011,0400,65,49.2,74,32.4,139,40.3
Tue, Apr 19 2011,0500,80,31.2,134,23.9,214,26.6
Tue, Apr 19 2011,0600,155,35.5,296,24.3,451,28.2
Tue, Apr 19 2011,0700,455,23.7,1102,7.2,1557,12
Tue, Apr 19 2011,0800,817,18.4,2319,4.9,3136,8.4
Tue, Apr 19 2011,0900,1062,12.7,2107,4.4,3169,7.2
Tue, Apr 19 2011,1000,946,13,1578,7.5,2524,9.5
Tue, Apr 19 2011,1100,922,12.4,1309,10.2,2231,11.1
Tue, Apr 19 2011,1200,983,11.9,1216,11.1,2199,11.5
Tue, Apr 19 2011,1300,972,9.1,1193,12.4,2165,10.9
Tue, Apr 19 2011,1400,1297,9.9,1140,11.1,2437,10.5
Tue, Apr 19 2011,1500,1364,8.7,1139,11.5,2503,9.9
Tue, Apr 19 2011,1600,1442,6.4,1143,14.2,2585,9.8
Tue, Apr 19 2011,1700,2047,4.8,1142,9.5,3189,6.5
Tue, Apr 19 2011,1800,2568,3.5,1198,7.2,3766,4.7
Tue, Apr 19 2011,1900,2149,3.1,1226,5.6,3375,4
Tue, Apr 19 2011,2000,1319,3.9,947,7.8,2266,5.5
Tue, Apr 19 2011,2100,966,4.3,678,6.8,1644,5.4
Tue, Apr 19 2011,2200,691,4.3,574,7.5,1265,5.8
Tue, Apr 19 2011,2300,527,6.8,439,8.2,966,7.5
Tue, Apr 19 2011,2400,330,8.5,280,7.9,610,8.2
Wed, May 18 2011,0100,123,27.6,43,23.3,166,26.5
Wed, May 18 2011,0200,99,36.4,50,30,149,34.2
Wed, May 18 2011,0300,75,46.7,55,36.4,130,42.3
Wed, May 18 2011,0400,43,44.2,78,24.4,121,31.4
Wed, May 18 2011,0500,90,40,157,24.8,247,30.4
Wed, May 18 2011,0600,162,35.8,377,17.5,539,23
Wed, May 18 2011,0700,408,25,1142,6.5,1550,11.4
Wed, May 18 2011,0800,843,13.5,2375,4.1,3218,6.6
Wed, May 18 2011,0900,1111,13.1,2032,5.2,3143,8
Wed, May 18 2011,1000,960,14.3,1342,7.7,2302,10.5
Wed, May 18 2011,1100,768,12.1,1060,12.3,1828,12.2
Wed, May 18 2011,1200,789,11.4,944,14.6,1733,13.2
Wed, May 18 2011,1300,918,10.2,929,14.2,1847,12.2
Wed, May 18 2011,1400,1054,10.8,974,12.7,2028,11.7
Wed, May 18 2011,1500,1068,11,1005,13.1,2073,12
Wed, May 18 2011,1600,1232,7.4,1032,11.6,2264,9.3
Wed, May 18 2011,1700,1871,4.1,1221,9.4,3092,6.2
